Aadhar_No,Name,E-mail,Phone_No,Age,Gender,City,Monthly_Income,Education,Recharge_Frequency,Streaming_Services_Count,Streaming_Payment_Delay_Days,VPN_Hours_Week,Betting_App_Present,UPI_Failures_per_month,SIM_Card_Changes,Trading_Accounts,Family_Defaulters,Partner,Dependents,Medical_Bills,Utility_Bill_Monthly,Utility_Bill_Defaults_per_year,Ecommerce_Returns_per_month,Registered_Vehicles,Vehicle_Challans_per_year,Certificates_Count,Licenses_Count,Insurances_Count,FDs_Dissolved,International_Transactions_per_year,Public_Memberships,Smart_Cards,Family_Accounts_Opened,Ride_Review_Score,Pet_Bills_per_year,Truecaller_Flag,Reviews_Received_Category,Social_Sentiment
383421393924,Kevin Kanda,kannanupkaar@example.net,7004225836,23,Female,TIER-II,13523.0,Secondary,5,1.0,4,7.9,1,2.0,1,0,1,Never Married,0,690,105.0,3,0,0,0,1,0,0,0,0,0,0,0,4.6,0,Golden,4 Star,Negative
449878179714,Manan Dhawan,mmittal@example.net,3921783055,19,Female,VILLAGE,4911.0,Primary or less,20,0.0,8,7.1,0,7.0,1,0,2,Never Married,0,208,0.0,0,0,0,0,1,1,0,0,0,0,0,1,4.5,0,Golden,2 Star,Negative
447795151823,Vihaan Kapur,znarula@example.com,1338326319,31,Female,TIER-I,20420.0,Primary or less,5,2.0,3,4.0,0,0.0,1,0,1,Currently Married,0,154,992.0,0,1,0,0,1,1,0,0,1,1,0,1,4.0,0,Blue,5 Star,Negative
399975921778,Yasti Sarkar,jasmit25@example.net,3235115634,34,Male,VILLAGE,11574.0,Primary or less,9,0.0,4,11.1,1,3.0,1,0,1,Currently Married,2,172,801.0,2,0,1,4,3,1,0,0,0,1,0,0,3.5,0,Golden,5 Star,Positive
126535382321,Suhani Batra,goleyamini@example.org,9614020857,29,Female,TIER-III,8019.0,Tertiary or more,12,2.0,4,0.0,0,1.0,0,0,1,Never Married,0,63,469.0,0,1,2,0,4,1,1,0,0,0,0,1,4.7,0,Blue,1 Star,Negative
709475638693,Diya Basu,alkachaudry@example.org,4488375185,22,Male,VILLAGE,6320.0,Primary or less,17,2.0,7,4.5,0,7.0,1,0,3,Never Married,0,95,431.0,0,1,1,0,1,1,0,0,0,0,0,1,3.9,0,Golden,4 Star,Negative
574066086190,Vritti Narang,imitter@example.com,7441728895,38,Male,TIER-II,15172.0,Secondary,7,1.0,3,6.8,0,2.0,2,0,1,Currently Married,1,154,938.0,0,1,0,0,2,0,1,0,0,1,0,0,4.5,0,Golden,5 Star,Positive
580634291616,Yasti Sachdev,vsolanki@example.org,7471248344,30,Female,TIER-I,43535.0,Primary or less,4,0.0,0,0.0,1,0.0,1,2,2,Never Married,1,554,1618.0,0,2,2,0,2,1,2,0,0,0,0,0,4.0,3801,Golden,5 Star,Positive
282665455450,Rayaan Nigam,bakhshi64@example.com,9535780319,47,Male,VILLAGE,,Primary or less,9,1.0,4,0.6,0,5.0,2,0,1,Currently Married,2,222,535.0,3,1,1,0,3,1,1,0,0,1,0,0,4.3,0,Golden,5 Star,Positive
220850771583,Sanaya Arya,ridhiyogi@example.org,2075844421,19,Female,TIER-II,22223.0,Primary or less,8,0.0,2,3.0,1,0.0,1,0,0,Never Married,0,119,1450.0,0,1,0,0,1,0,1,0,0,0,0,0,4.5,3592,Blue,5 Star,Positive
891859066596,Riya Keer,kapurtriya@example.org,3452499630,49,Female,TIER-II,17167.0,Secondary,2,0.0,2,0.0,0,1.0,1,0,0,Never Married,2,183,1278.0,0,1,0,0,1,0,1,0,0,1,1,0,3.2,0,Golden,4 Star,Positive
670037067996,Onkar Kamdar,iagate@example.com,0379762946,57,Female,VILLAGE,10779.0,Primary or less,6,0.0,5,10.4,0,0.0,1,0,0,Currently Married,6,1976,143.0,0,2,0,1,3,1,0,0,0,1,0,6,4.8,0,Blue,4 Star,Positive
508770008507,Ekantika Narayan,gaurangrege@example.org,5244562837,44,Male,VILLAGE,5930.0,Secondary,9,2.0,7,1.9,0,8.0,0,0,1,Currently Married,2,197,1183.0,0,0,0,1,2,0,3,0,0,0,0,2,5.0,0,Golden,5 Star,Positive
600751230021,Brijesh Nadkarni,jayaramankeya@example.org,4951225449,44,Female,TIER-II,20886.0,Primary or less,7,0.0,2,4.6,0,1.0,1,0,0,Currently Married,1,262,809.0,0,1,0,0,1,0,0,0,0,1,0,0,3.5,0,Golden,4 Star,Positive
657036960837,Bachittar Parmar,neel55@example.com,4639981829,54,Male,TIER-I,17084.0,Secondary,8,0.0,2,9.2,0,0.0,1,0,0,Currently Married,1,78,1600.0,0,2,0,0,3,0,0,0,1,2,0,2,4.2,0,Blue,5 Star,Negative
569628275114,Girik Vohra,chanakya43@example.net,8291731436,28,Male,VILLAGE,8204.0,Primary or less,10,0.0,6,2.0,0,8.0,1,0,3,Never Married,0,274,944.0,0,2,0,0,1,0,0,1,0,0,1,2,4.3,0,Blue,2 Star,Positive
665620910647,Tristan Varty,purigautam@example.org,0496929528,67,Male,TIER-I,36926.0,Primary or less,2,3.0,1,1.7,0,0.0,0,0,2,Never Married,4,1364,2247.0,0,1,1,0,0,0,3,0,1,3,0,0,4.1,2583,Golden,5 Star,Negative
479984848008,Ati Lall,xborde@example.com,8073754760,46,Male,VILLAGE,10338.0,Primary or less,8,2.0,5,0.0,0,0.0,2,0,1,Currently Married,2,1109,452.0,0,0,2,0,2,2,0,1,0,0,0,2,4.1,0,Golden,5 Star,Positive
832739483098,Deepa Pillai,yashawiniganesan@example.net,4566533119,44,Female,TIER-I,31843.0,Secondary,2,0.0,2,0.0,0,1.0,3,0,0,Never Married,3,459,1676.0,0,0,0,0,0,0,1,1,0,0,0,2,4.2,0,Golden,4 Star,Positive
528980698079,Henry Bose,farisravi@example.org,8532081213,33,Female,VILLAGE,10893.0,Primary or less,10,0.0,2,0.0,0,3.0,0,0,1,Never Married,1,576,485.0,0,0,2,0,1,1,1,0,0,1,0,2,4.7,0,Golden,4 Star,Positive
651150223416,Devansh Morar,khannachanchal@example.net,5188999045,38,Male,TIER-II,13484.0,Tertiary or more,12,2.0,2,5.1,0,1.0,2,0,1,Never Married,1,590,278.0,0,0,1,0,1,0,0,0,0,2,0,1,4.4,0,Blue,5 Star,Negative
874795931893,Charan Chaudry,agastyachoudhary@example.net,1416790855,42,Male,TIER-I,42631.0,Secondary,2,2.0,1,3.8,0,0.0,0,0,2,Currently Married,0,638,2499.0,0,0,1,0,0,0,1,0,0,1,0,2,4.0,2720,Blue,5 Star,Negative
715926766642,Utkarsh Naidu,mnagi@example.org,5973791231,40,Female,TIER-II,22468.0,Primary or less,4,2.0,3,2.3,0,0.0,1,0,0,Never Married,3,175,751.0,0,0,1,1,0,2,0,0,0,0,1,2,3.8,0,Golden,5 Star,Positive
579150040522,Rushil Rattan,madhav95@example.org,3610434166,43,Male,TIER-I,49092.0,Tertiary or more,0,3.0,1,0.8,1,0.0,2,0,1,Never Married,3,873,962.0,0,1,0,0,3,0,2,0,0,2,1,1,4.1,0,Golden,5 Star,Negative
644697249334,Ishaan Nair,lakshpandya@example.com,6332371856,23,Male,TIER-I,42488.0,Secondary,1,2.0,0,0.0,1,0.0,1,0,0,Never Married,0,283,1186.0,0,1,1,2,2,1,1,0,2,0,0,1,3.6,0,Golden,4 Star,Negative
101269602137,Falan Barad,omya61@example.net,0519234763,33,Female,TIER-I,19988.0,Primary or less,4,1.0,2,0.0,0,1.0,1,0,2,Currently Married,1,868,2229.0,0,2,0,0,3,0,1,0,1,0,1,1,4.5,0,Golden,5 Star,Positive
768749440564,Shravya Sekhon,lokeurmi@example.com,0999642808,35,Female,VILLAGE,9756.0,Tertiary or more,11,1.0,5,0.0,0,5.0,2,0,1,Currently Married,1,189,517.0,0,1,2,0,4,1,0,4,0,0,0,1,4.3,0,Golden,4 Star,Negative
896773194568,Lucky Kata,wahabsengupta@example.org,9725933381,30,Male,TIER-I,17879.0,Primary or less,3,1.0,2,7.5,0,1.0,2,1,0,Currently Married,0,284,1710.0,0,2,1,0,1,2,0,0,1,0,2,0,3.5,0,Golden,4 Star,Negative
905675295418,Amara Parikh,chandani84@example.org,5579031073,27,Male,VILLAGE,11768.0,Secondary,9,1.0,4,0.2,0,3.0,0,0,1,Never Married,0,32,867.0,0,1,0,0,3,1,2,0,0,0,1,2,4.1,0,Blue,5 Star,Negative
560332914325,Yauvani Manne,janujadixit@example.org,3834173578,26,Female,TIER-I,19549.0,Primary or less,8,0.0,1,8.3,1,0.0,1,0,2,Never Married,1,255,1430.0,0,0,1,0,1,1,3,0,1,0,0,4,2.7,0,Golden,4 Star,Positive
133221671673,Nisha Solanki,chavvi56@example.org,8096833978,33,Male,VILLAGE,6700.0,Tertiary or more,13,1.0,6,5.3,0,10.0,1,0,2,Never Married,0,319,1386.0,0,1,0,0,1,0,0,0,0,0,0,1,4.7,0,Blue,3 Star,Positive
856724363049,Aryan Kata,inayaraghavan@example.org,2351567466,37,Female,VILLAGE,8800.0,Primary or less,20,1.0,2,6.0,0,5.0,1,0,4,Currently Married,0,360,587.0,0,0,2,1,2,0,0,3,0,0,0,0,4.2,0,Blue,5 Star,Negative
761912329126,Prisha Misra,kalakhatri@example.org,0170630936,22,Female,VILLAGE,9495.0,Primary or less,14,2.0,6,3.5,1,6.0,3,0,0,Never Married,0,272,962.0,0,0,1,0,2,0,0,0,0,0,0,3,4.3,0,Blue,4 Star,Positive
261960197972,Dominic Sankaran,dakshthakur@example.org,1021748497,56,Female,TIER-I,40604.0,Primary or less,6,2.0,2,4.2,0,0.0,0,0,0,Currently Married,2,1154,1448.0,0,2,1,0,0,0,2,0,1,0,0,0,4.2,16986,Golden,4 Star,Negative
748754963991,Krish Nagar,ekbalchoudhury@example.com,0512303352,45,Male,VILLAGE,11682.0,Primary or less,8,0.0,1,0.0,1,4.0,0,0,3,Never Married,1,261,101.0,0,1,0,0,1,0,1,0,0,0,0,1,4.5,0,Golden,4 Star,Positive
575921171521,Tejas Tara,advaith98@example.org,5503398582,44,Male,TIER-I,32160.0,Primary or less,5,1.0,0,0.0,0,0.0,1,0,0,Never Married,1,342,1071.0,0,1,3,1,0,1,2,0,0,0,0,2,4.3,4692,Golden,3 Star,Negative
706643964468,Jagat Pant,nidra21@example.org,6400141858,27,Male,TIER-II,18358.0,Secondary,4,0.0,3,3.3,0,1.0,1,0,0,Never Married,0,681,1179.0,0,1,0,0,1,0,1,0,0,0,0,1,3.9,0,Blue,4 Star,Negative
785542185065,Jasmit Sethi,kchakrabarti@example.net,0911319983,40,Female,VILLAGE,4078.0,Primary or less,22,0.0,8,3.8,0,19.0,2,0,0,Never Married,0,444,0.0,0,1,0,0,1,1,2,0,0,1,1,0,4.1,0,Golden,4 Star,Negative
509925337051,Manan Sarna,rajumanbir@example.com,7223313573,38,Male,TIER-II,27587.0,Primary or less,5,2.0,1,3.0,0,1.0,1,0,1,Never Married,1,605,1300.0,0,1,1,0,3,0,1,0,0,2,0,1,4.2,0,Golden,4 Star,Positive
854336685606,Hemang Upadhyay,pahal16@example.net,9575304800,62,Male,TIER-II,19492.0,Secondary,4,1.0,2,0.0,0,0.0,0,0,0,Currently Married,0,425,565.0,0,2,0,0,1,0,0,0,0,0,0,1,3.9,0,Red,5 Star,Positive
820965576745,Sathvik Barad,rachitahalder@example.com,7010901609,45,Female,TIER-I,27149.0,Primary or less,8,1.0,0,2.5,0,0.0,0,0,2,Never Married,2,146,453.0,0,1,0,0,1,0,1,0,3,0,1,3,4.0,0,Golden,4 Star,Negative
572789383271,Gaurang Narula,ishanvisura@example.net,2787504391,39,Male,TIER-I,66727.0,Secondary,1,2.0,1,7.5,0,0.0,2,0,0,Currently Married,2,67,1736.0,0,3,1,1,3,1,3,0,1,3,1,0,4.6,0,Golden,4 Star,Positive
429758932171,Daksha Gade,chatreshbarad@example.org,6727600220,49,Female,TIER-I,11252.0,Secondary,10,1.0,7,0.1,0,1.0,0,3,1,Never Married,0,108,1822.0,0,4,1,0,2,0,1,0,0,0,0,2,3.9,0,Golden,5 Star,Positive
132182314958,Utkarsh Gill,usheth@example.net,9397242562,26,Female,VILLAGE,7618.0,Primary or less,21,0.0,2,0.6,0,4.0,1,0,1,Never Married,1,206,635.0,0,0,0,0,1,0,2,0,0,0,0,2,3.9,0,Golden,5 Star,Positive
209797089163,Gautam Prashad,achahal@example.com,8747755668,19,Male,TIER-I,10512.0,Primary or less,8,2.0,3,9.0,0,0.0,3,0,0,Never Married,0,653,2647.0,0,4,1,0,0,0,0,0,0,0,1,2,4.2,0,Blue,5 Star,Positive
283197240242,Ekapad Palan,utkarshnaidu@example.net,7048543511,43,Male,VILLAGE,9698.0,Primary or less,7,0.0,7,5.4,0,4.0,0,0,0,Currently Married,1,588,0.0,0,1,0,0,2,0,0,0,0,0,0,3,4.0,0,Golden,5 Star,Negative
572114071514,Yug Sant,menonmohini@example.org,6275204258,24,Female,VILLAGE,5444.0,Primary or less,25,2.0,13,0.0,0,10.0,0,0,3,Never Married,0,637,112.0,0,0,2,0,0,0,1,0,0,0,0,0,3.8,0,Golden,4 Star,Positive
997891775212,Arjun Shukla,mitaligoel@example.com,4976726326,25,Female,TIER-III,3370.0,Secondary,20,2.0,16,1.7,0,8.0,2,0,2,Currently Married,0,47,1486.0,0,0,2,0,1,0,3,0,0,0,0,0,3.5,0,Golden,4 Star,Positive
525328362302,Charita Manne,emukherjee@example.com,0135416273,45,Male,VILLAGE,13295.0,Secondary,10,1.0,5,5.7,1,3.0,2,0,1,Currently Married,2,317,0.0,0,1,0,0,2,0,0,0,0,0,0,2,4.6,0,Golden,5 Star,Positive
306924058738,Urishilla Kumar,sundaramirya@example.net,3401855297,30,Male,VILLAGE,4537.0,Primary or less,19,1.0,8,9.3,0,14.0,0,0,0,Never Married,2,815,265.0,0,0,0,0,1,0,0,0,1,0,1,0,4.8,0,Golden,4 Star,Positive
765661724296,Patrick Das,ithaman@example.com,5075883763,41,Female,TIER-III,18269.0,Primary or less,4,1.0,3,0.0,0,1.0,0,0,1,Never Married,0,265,1536.0,0,1,0,0,0,0,1,0,0,2,0,2,3.9,0,Red,1 Star,Positive
377517770438,Ishanvi Mander,munijagvi@example.net,0798043145,53,Female,TIER-II,13915.0,Tertiary or more,9,0.0,7,0.0,1,0.0,1,0,2,Currently Married,3,88,764.0,0,0,0,0,2,0,1,0,0,0,0,2,3.7,0,Blue,5 Star,Negative
958189256015,Vidhi Loyal,caleb49@example.com,5017125793,32,Female,VILLAGE,6423.0,Secondary,28,0.0,7,0.8,0,5.0,1,0,1,Never Married,1,377,228.0,0,1,0,0,1,0,0,0,0,0,0,2,4.4,0,Golden,5 Star,Positive
386323135980,Panini Bhatt,tdewan@example.org,1203763670,29,Female,VILLAGE,3022.0,Tertiary or more,19,0.0,17,0.0,0,11.0,0,0,1,Never Married,1,309,672.0,0,2,1,0,3,1,0,0,0,0,0,1,4.8,0,Golden,5 Star,Negative
689867075313,Aarush Nayar,hemangkari@example.com,3473774295,24,Female,VILLAGE,8533.0,Tertiary or more,14,1.0,5,9.6,0,7.0,0,0,0,Never Married,0,120,0.0,0,1,0,0,1,0,1,0,0,1,0,0,3.5,0,Red,5 Star,Positive
950706341076,Neel Gandhi,azadtak@example.org,6669881980,25,Male,TIER-I,21660.0,Primary or less,1,1.0,2,0.4,1,0.0,0,0,1,Never Married,1,256,1319.0,0,0,2,0,1,0,2,0,1,0,0,1,5.0,0,Golden,5 Star,Negative
875585359613,Yochana Chandra,gbhattacharyya@example.com,1553740076,22,Male,TIER-II,13732.0,Secondary,4,0.0,7,0.0,0,2.0,0,0,1,Never Married,0,98,1329.0,0,2,0,0,1,0,0,0,0,0,0,2,3.8,0,Golden,4 Star,Positive
532587794270,Ekbal Mangat,pmalhotra@example.com,1363491209,23,Male,TIER-III,10301.0,Secondary,8,0.0,5,8.5,0,4.0,0,1,0,Never Married,0,1042,1448.0,0,1,1,0,0,0,1,0,0,0,0,1,5.0,0,Golden,3 Star,Positive
469771946680,Vedant Mital,oeshi14@example.org,1825415156,35,Female,VILLAGE,4104.0,Primary or less,20,0.0,10,2.6,0,14.0,1,0,1,Currently Married,0,275,379.0,0,0,0,0,0,0,0,0,0,1,1,0,3.8,0,Golden,1 Star,Positive
489269068023,Varsha Raju,lekha54@example.net,4243844858,32,Female,VILLAGE,10196.0,Secondary,8,0.0,6,0.0,0,5.0,0,0,1,Never Married,0,28,1011.0,0,0,0,0,0,0,1,1,0,0,0,0,4.6,0,Golden,5 Star,Positive
763742596021,Aadhya Jani,fperi@example.com,3303722182,43,Male,TIER-III,10137.0,Primary or less,5,1.0,4,3.6,0,4.0,1,0,0,Currently Married,0,138,496.0,2,2,0,0,1,1,0,1,1,2,1,0,3.6,0,Golden,5 Star,Negative
581590545923,Shivani Mani,yashica89@example.org,3714287748,50,Male,VILLAGE,22373.0,Tertiary or more,3,2.0,2,3.3,0,2.0,0,0,1,Currently Married,2,2054,1394.0,0,1,0,0,0,0,0,0,0,0,0,3,3.8,0,Golden,4 Star,Positive
475923538582,Kabir Dass,wprashad@example.org,0902739955,46,Male,TIER-I,26827.0,Secondary,1,2.0,1,0.0,0,0.0,1,0,1,Never Married,2,246,1151.0,0,0,1,2,2,0,3,0,1,2,1,1,4.0,0,Blue,3 Star,Positive
853318953682,Bhavya Khurana,vanyadara@example.org,2101616876,38,Female,VILLAGE,6960.0,Secondary,18,2.0,5,0.7,0,10.0,0,0,1,Never Married,0,749,253.0,0,1,0,0,0,1,1,0,1,2,0,1,4.0,0,Golden,4 Star,Negative
826624096002,Ayush Doshi,barkhasahni@example.org,9184945689,24,Male,TIER-I,15693.0,Secondary,9,0.0,4,5.0,0,0.0,0,0,3,Never Married,0,156,1580.0,0,0,2,2,2,1,0,0,1,1,0,1,3.3,0,Golden,5 Star,Negative
490161339138,Ijaya Balan,madanlajita@example.com,7995439218,43,Female,VILLAGE,4440.0,Primary or less,17,3.0,10,2.4,0,8.0,0,0,1,Never Married,0,96,519.0,0,1,0,0,2,0,1,0,0,0,0,1,4.0,4440,Golden,4 Star,Positive
765767297726,Rachit Dada,yadavipanchal@example.net,2458268480,33,Male,TIER-I,41552.0,Secondary,1,1.0,1,3.3,0,2.0,0,0,0,Never Married,1,94,1296.0,0,1,1,0,3,0,1,0,1,0,2,0,3.9,0,Blue,1 Star,Negative
444937964446,Ojasvi Purohit,kamalamandal@example.org,1501132792,23,Female,TIER-I,40894.0,Secondary,0,1.0,2,5.7,0,0.0,2,0,1,Never Married,0,631,1398.0,0,2,0,0,2,1,1,0,1,0,1,1,4.4,0,Golden,4 Star,Positive
688464614832,Tripti Dasgupta,kandadhruv@example.net,2517283357,49,Male,TIER-I,26520.0,Primary or less,2,1.0,0,2.9,0,0.0,0,0,2,Currently Married,2,1139,1828.0,3,5,0,1,2,0,4,0,1,0,2,3,2.8,0,Golden,4 Star,Negative
638146930544,Ojasvi Sachdev,amarabail@example.org,8715161714,32,Male,VILLAGE,8118.0,Primary or less,13,0.0,5,0.4,1,7.0,1,0,1,Currently Married,0,278,686.0,0,0,0,0,0,0,1,0,0,0,1,0,5.0,0,Golden,5 Star,Positive
735888252771,Faras Agarwal,natarajanaarav@example.com,0523805636,29,Female,VILLAGE,12380.0,Primary or less,7,0.0,5,5.7,0,1.0,1,0,0,Never Married,0,370,539.0,0,0,1,0,1,1,0,0,0,0,0,1,3.7,0,Golden,2 Star,Positive
325900808022,Dhriti Ramesh,baradlakshmi@example.com,5923981365,50,Male,TIER-II,22567.0,Primary or less,5,1.0,3,7.5,1,0.0,2,0,0,Currently Married,2,180,1217.0,0,1,0,0,1,0,0,0,0,1,0,4,4.0,0,Golden,5 Star,Positive
480970959157,Arunima Ghosh,echopra@example.org,5878995522,52,Male,VILLAGE,11007.0,Tertiary or more,10,1.0,3,5.1,0,2.0,0,0,1,Currently Married,2,644,602.0,0,0,2,1,2,0,2,0,0,0,0,3,4.3,0,Golden,4 Star,Positive
890500078611,Krish Dave,raghav66@example.com,7972468984,32,Female,VILLAGE,8008.0,Primary or less,10,0.0,3,7.2,1,6.0,1,0,0,Never Married,1,118,694.0,0,0,0,0,2,0,1,0,0,0,1,0,4.7,0,Red,4 Star,Positive
581291066928,Thomas Luthra,kumerdayita@example.net,7269082201,33,Female,VILLAGE,6008.0,Primary or less,14,0.0,9,0.0,0,1.0,0,0,2,Never Married,0,308,0.0,0,0,0,0,1,0,2,0,0,0,0,0,3.2,0,Golden,3 Star,Positive
224109829679,Elijah Joshi,snehasheth@example.com,9778561026,39,Male,TIER-III,14350.0,Primary or less,9,1.0,4,1.8,1,6.0,1,0,2,Never Married,1,7901,0.0,0,1,0,0,1,0,1,1,0,0,0,1,3.1,0,Golden,2 Star,Positive
111897623297,Pallavi Kant,dhruv92@example.com,4822879903,44,Female,TIER-I,67467.0,Secondary,1,2.0,0,2.1,0,0.0,0,0,1,Never Married,4,324,1712.0,0,2,1,0,2,2,3,0,0,0,0,1,3.8,0,Golden,5 Star,Positive
165032471133,Vinaya Parmar,behlniharika@example.com,9941395608,22,Female,TIER-II,12912.0,Primary or less,7,0.0,4,2.0,1,0.0,0,0,0,Never Married,1,656,707.0,0,2,0,0,0,0,2,0,1,1,0,2,3.8,0,Golden,4 Star,Negative
537374238341,Girindra Som,hema83@example.net,6210887056,40,Male,TIER-I,43859.0,Secondary,4,1.0,1,9.9,0,0.0,1,0,1,Never Married,0,43,2068.0,2,2,0,0,0,0,1,0,0,0,0,0,2.6,0,Golden,4 Star,Negative
289013548870,Ekbal Narang,vaishnavidey@example.net,9173476239,56,Female,VILLAGE,10036.0,Tertiary or more,5,0.0,5,0.0,0,8.0,0,0,1,Currently Married,1,164,1778.0,1,1,0,0,3,0,1,0,1,0,0,2,4.7,0,Golden,5 Star,Positive
667850757431,Daksha Majumdar,yoza@example.net,8940516843,30,Female,TIER-I,22511.0,Secondary,1,0.0,3,1.1,0,0.0,0,0,1,Never Married,0,295,1687.0,0,3,1,0,1,0,4,0,0,0,1,1,5.0,0,Golden,5 Star,Positive
953049620961,Jai Mahal,anita75@example.net,2887141862,52,Female,TIER-III,19457.0,Secondary,2,0.0,0,0.5,0,2.0,0,0,2,Never Married,4,336,151.0,0,0,0,0,0,0,0,0,1,0,0,4,4.8,0,Golden,4 Star,Positive
642777550367,Avi Gala,virkyamini@example.org,8643005423,56,Male,TIER-II,28678.0,Secondary,3,1.0,0,6.1,0,0.0,0,0,1,Currently Married,0,153,724.0,0,1,1,1,3,0,1,0,0,0,0,0,4.3,0,Golden,4 Star,Positive
310385508620,Yatan Palla,vcherian@example.org,5379715362,30,Female,TIER-I,35948.0,Primary or less,7,1.0,2,3.2,0,0.0,0,0,0,Never Married,0,402,1501.0,0,4,0,0,3,0,1,0,0,0,3,3,4.4,0,Golden,4 Star,Positive
774440171544,Tanvi Modi,sneha53@example.org,3052216894,45,Female,VILLAGE,17309.0,Secondary,5,0.0,0,0.0,0,2.0,0,0,1,Never Married,0,292,510.0,0,2,0,0,2,0,0,0,0,0,0,1,4.7,3080,Golden,5 Star,Positive
351786564308,Jalsa Saraf,vanyaparekh@example.org,6354664044,29,Male,VILLAGE,15698.0,Primary or less,6,0.0,3,2.8,0,1.0,1,0,1,Never Married,0,61,988.0,3,1,1,0,0,1,1,0,0,1,0,0,4.0,0,Golden,4 Star,Negative
768119559151,Logan Puri,jacktella@example.com,9245749492,44,Female,TIER-I,32698.0,Primary or less,2,2.0,1,2.0,0,0.0,0,0,3,Currently Married,1,268,817.0,0,4,2,0,1,1,2,0,1,0,0,1,5.0,8931,Golden,3 Star,Negative
345068739859,Imaran Rajagopal,ijayaraj@example.net,4481519036,47,Male,VILLAGE,8370.0,Tertiary or more,15,0.0,5,0.0,0,5.0,0,0,0,Currently Married,1,269,615.0,0,0,0,0,5,0,1,0,0,0,0,1,4.7,0,Golden,5 Star,Positive
792663673220,Vrishti Dave,isarraf@example.com,7470046243,30,Male,TIER-III,6441.0,Primary or less,15,0.0,13,3.8,0,5.0,1,0,0,Never Married,0,304,60.0,0,0,0,0,2,0,0,0,0,0,0,0,4.5,0,Golden,5 Star,Positive
343359947448,Tejas Bhavsar,bhattacharyyadiya@example.org,8779391272,44,Male,VILLAGE,15757.0,Primary or less,6,2.0,3,3.6,0,2.0,1,0,0,Currently Married,3,629,582.0,0,0,0,1,1,1,1,0,0,1,0,1,4.0,0,Golden,4 Star,Positive
971876197941,Lakshmi Natt,nbhardwaj@example.net,3615673978,47,Male,TIER-I,31807.0,Primary or less,3,1.0,1,0.0,0,0.0,0,0,2,Currently Married,0,531,1958.0,0,2,1,0,1,0,2,0,0,0,3,0,3.8,0,Golden,5 Star,Negative
994483073391,Nakul Goswami,fbutala@example.com,5009182561,33,Male,TIER-I,22928.0,Primary or less,4,2.0,3,3.8,0,1.0,1,2,1,Currently Married,0,149,2224.0,0,3,1,0,3,1,0,1,0,0,2,0,3.3,0,Blue,2 Star,Positive
841208623445,Reva Prashad,falak75@example.org,5512169906,27,Male,VILLAGE,5094.0,Tertiary or more,21,0.0,5,7.5,1,10.0,0,0,0,Never Married,1,194,244.0,0,0,0,0,2,1,0,0,0,2,1,0,4.6,0,Golden,4 Star,Positive
257610000211,George Misra,haridalaja@example.net,9754569777,24,Male,VILLAGE,4942.0,Secondary,17,0.0,17,0.7,0,6.0,1,0,1,Never Married,0,203,708.0,0,2,0,0,0,0,3,0,0,0,0,0,4.4,0,Golden,5 Star,Positive
302570531579,Atharv Kalita,dnarayan@example.org,0207182534,39,Male,TIER-III,24856.0,Secondary,6,2.0,3,4.1,0,2.0,0,0,4,Never Married,0,49,522.0,0,1,0,0,2,0,0,0,0,1,0,1,4.0,0,Golden,5 Star,Negative
603149717429,Aarnav Gola,lborah@example.net,7978360825,61,Female,VILLAGE,13846.0,Tertiary or more,4,1.0,2,7.9,1,0.0,0,0,0,Currently Married,2,553,681.0,0,0,1,0,0,0,0,0,0,0,0,1,4.6,0,Golden,5 Star,Positive
303823290479,Hemal Bhatt,akshay83@example.com,2010466379,48,Male,VILLAGE,4853.0,Tertiary or more,16,2.0,6,9.1,0,9.0,1,0,0,Currently Married,1,1145,746.0,0,0,0,0,3,0,1,0,0,1,0,1,3.7,0,Golden,5 Star,Positive
569808487429,Anika Mani,emisra@example.org,0541616841,35,Female,TIER-I,16673.0,Tertiary or more,5,2.0,6,5.7,0,0.0,0,0,1,Never Married,1,168,1083.0,0,1,0,0,4,1,0,0,1,0,1,0,4.6,0,Golden,4 Star,Negative
794557266622,Mohini Srivastava,ksur@example.org,8801400476,38,Male,TIER-II,19214.0,Primary or less,1,1.0,4,8.9,0,2.0,0,0,0,Currently Married,0,122,573.0,0,1,0,0,2,0,0,0,0,1,0,0,4.5,0,Golden,5 Star,Negative
431011019695,Pranit Walla,fsethi@example.com,0275237780,31,Male,TIER-I,19145.0,Primary or less,7,2.0,8,7.2,0,0.0,1,2,2,Currently Married,0,114,1213.0,0,6,1,0,0,0,2,0,0,1,0,0,5.0,0,Golden,4 Star,Negative
198664704381,Aadi Mital,hemal63@example.org,8965887212,27,Female,VILLAGE,6690.0,Secondary,19,0.0,3,0.0,0,3.0,1,0,2,Currently Married,0,797,1215.0,0,2,0,1,1,0,1,0,0,0,0,1,4.3,0,Golden,5 Star,Positive
456543604748,Wridesh Kaur,amallick@example.org,7909059618,37,Female,VILLAGE,15013.0,Tertiary or more,17,0.0,4,3.1,1,3.0,1,0,0,Currently Married,1,235,705.0,0,1,0,0,1,1,2,0,0,0,0,0,3.1,0,Blue,4 Star,Positive
300151131691,Zayyan Patel,tara03@example.net,7046538736,36,Male,TIER-III,18406.0,Tertiary or more,3,2.0,1,3.9,0,0.0,2,2,1,Currently Married,0,241,1177.0,0,0,0,0,2,0,1,2,0,0,0,2,4.4,0,Golden,5 Star,Positive
