Aadhar No.,Name,Age,Gender,City,E-mail,Phone No.,Occupation,Education,VPN Usage (hours per week),SIM Card Changes,Trading Accounts,Recharge Frequency,Partner,Dependents,Streaming Services,Payment Delay of Streaming Services (per year),Family Defaulters,Smart Cards,Medical Bills,Default in GST filing (per quarter),Antivirus Subscriptions,Betting Apps,TrueCaller Flag,Shopping Behavior (returns per month),Utility Bills (per month),Registered Vehicles,Registered Vehicles Challan (per year),Certificates,Licenses,Insurances,FDs Dissolved,International Transactions,Public Memberships,Reviews received,Pet Bills (per year),Accounts,Sentiment on Social Media,UPI Failures
748872819118,Janani Rao,30.0,Female,VILLAGE,garatejas@example.net,03017214486,Agriculturalists (Farmers),Tertiary or more,10.08,1.0,1.0,1.0,Currently Married,1.0,2.0,1.0,1.0,2.0,9335.0,0.0,1.0,No,Red,0.0,13019.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,5 Star,17790.9,0.0,Positive,43.0
212323796374,Bahadurjit Wagle,33.0,Male,TIER-I,upadhritibaral@example.com,3041516804,Students,Primary or less,8.94,1.0,2.0,1.0,Currently Married,1.0,3.0,1.0,5.0,3.0,13846.3,2.0,2.0,No,Golden,0.0,9623.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,4 Star,15097.7,3.0,Strongly Negative,34.0
339361353834,Qasim Tella,35.0,Female,VILLAGE,xdash@example.org,+917663301611,Agriculturalists (Farmers),Tertiary or more,12.45,0.0,0.0,2.0,Currently Married,6.0,2.0,1.0,2.0,4.0,6201.1,1.0,1.0,No,Blue,0.0,9269.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,4 Star,55791.2,1.0,Negative,28.0
294476057053,Damyanti Saraf,44.0,Male,VILLAGE,manderkamala@example.com,+917221968101,Agriculturalists (Farmers),Primary or less,19.42,0.0,2.0,3.0,Currently Married,4.0,3.0,2.0,1.0,4.0,10995.2,0.0,0.0,No,Blue,1.0,2957.0,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,5 Star,7120.1,0.0,Negative,26.0
719604599091,Panini Sankar,38.0,Male,VILLAGE,unni73@example.net,6001222812,Retired/Pensioners,Primary or less,6.97,0.0,2.0,2.0,Widowed,2.0,3.0,3.0,4.0,3.0,12182.6,1.0,0.0,No,Golden,2.0,25598.0,1.0,0.0,1.0,0.0,0.0,1.0,13.0,0.0,4 Star,38429.1,1.0,Negative,21.0
237878423678,Wahab Sinha,56.0,Female,VILLAGE,tanvi16@example.org,+911236381398,Students,Primary or less,7.04,2.0,2.0,2.0,Currently Married,4.0,2.0,1.0,2.0,2.0,7849.9,1.0,1.0,No,Golden,0.0,8632.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1 Star,52632.5,2.0,Negative,36.0
674653243144,Bishakha Lad,21.0,Male,TIER-I,karnikyoshita@example.org,08832712958,Retired/Pensioners,Tertiary or more,10.6,1.0,1.0,2.0,Currently Married,0.0,3.0,4.0,3.0,4.0,4836.7,0.0,1.0,No,Golden,0.0,6705.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4 Star,22230.7,2.0,Negative,65.0
811192111422,Panini Dara,37.0,Male,VILLAGE,brijesh06@example.com,6158832439,Salaried/Employed (Private/Public Sector),Primary or less,9.57,1.0,1.0,2.0,Currently Married,2.0,1.0,2.0,4.0,3.0,11894.4,1.0,0.0,No,Blue,0.0,12570.0,1.0,1.0,2.0,1.0,3.0,1.0,9.0,0.0,5 Star,25766.8,2.0,Neutral,44.0
524196973373,Dipta Boase,40.0,Female,TIER-I,ridhi27@example.com,+910298583799,Homemakers,Primary or less,0.8,1.0,1.0,1.0,Never Married,0.0,3.0,1.0,3.0,2.0,10654.5,1.0,0.0,No,Golden,0.0,2994.0,1.0,0.0,0.0,1.0,2.0,2.0,5.0,0.0,4 Star,21745.5,1.0,Negative,28.0
732778219739,Ekta Mitra,54.0,Female,VILLAGE,lmittal@example.com,+914800168796,Students,Primary or less,9.69,1.0,3.0,2.0,Currently Married,2.0,1.0,4.0,,1.0,11267.8,0.0,1.0,Yes,Blue,1.0,5187.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,4 Star,32335.1,3.0,Neutral,18.0
763968314270,Ati Oak,21.0,Female,VILLAGE,pranit95@example.com,1152723724,Unemployed/Jobseekers,Primary or less,10.4,0.0,1.0,2.0,Never Married,3.0,2.0,4.0,2.0,2.0,6716.6,1.0,2.0,No,Blue,1.0,19683.0,0.0,,1.0,,1.0,1.0,5.0,0.0,5 Star,22310.5,4.0,Negative,39.0
910921176950,Dayamai De,39.0,Male,VILLAGE,mandaditya@example.net,5397613587,Business Owners/Entrepreneurs,Primary or less,16.82,1.0,1.0,2.0,Never Married,3.0,2.0,2.0,3.0,2.0,2469.3,1.0,0.0,No,Blue,1.0,12414.0,0.0,1.0,1.0,2.0,1.0,1.0,6.0,0.0,5 Star,50344.7,2.0,Neutral,6.0
778052227590,Harinakshi Kurian,50.0,Female,VILLAGE,rohanmohan@example.org,7628265095,Agriculturalists (Farmers),Tertiary or more,8.97,2.0,3.0,2.0,Never Married,2.0,2.0,2.0,1.0,4.0,9092.6,0.0,0.0,No,Blue,1.0,6341.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,0.0,3 Star,67785.4,2.0,Positive,13.0
329666533582,Pushti Nadig,29.0,Female,TIER-II,buchkamya@example.org,1790194148,Unemployed/Jobseekers,Primary or less,10.0,1.0,1.0,2.0,Currently Married,4.0,2.0,3.0,4.0,2.0,4784.2,0.0,1.0,No,Golden,1.0,10871.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,4 Star,31842.7,2.0,Negative,18.0
100721981389,Fitan Balay,51.0,Male,VILLAGE,raagini23@example.org,+910745215765,Freelancers/Consultants,Primary or less,11.28,2.0,1.0,2.0,Currently Married,4.0,4.0,1.0,3.0,2.0,3427.6,0.0,1.0,No,Golden,1.0,8467.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,4 Star,40343.8,4.0,Negative,7.0
356767597172,Bachittar Sibal,19.0,Female,TIER-I,vsastry@example.net,9878559332,Students,Primary or less,3.23,1.0,1.0,1.0,Widowed,4.0,3.0,1.0,2.0,2.0,5611.3,2.0,1.0,Yes,Golden,1.0,16225.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4 Star,29051.6,1.0,Neutral,42.0
340471298590,Madhavi Dora,44.0,Female,TIER-III,okaur@example.com,5513797675,Agriculturalists (Farmers),Primary or less,10.58,2.0,0.0,1.0,Currently Married,3.0,2.0,1.0,4.0,2.0,8453.9,0.0,1.0,No,Blue,0.0,7858.0,0.0,0.0,0.0,1.0,,0.0,7.0,0.0,4 Star,16747.7,4.0,Negative,5.0
777760243893,Owen Kuruvilla,55.0,Female,VILLAGE,naranggaurang@example.net,+918802600532,Laborers/Skilled Workers,Primary or less,8.58,2.0,0.0,2.0,Never Married,3.0,4.0,3.0,3.0,4.0,8154.5,0.0,1.0,No,Golden,1.0,24010.0,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,5 Star,20103.1,3.0,Neutral,28.0
255247999532,Eshana Som,42.0,Female,VILLAGE,jagrati91@example.com,4549162343,Salaried/Employed (Private/Public Sector),Tertiary or more,3.31,1.0,0.0,2.0,Never Married,4.0,2.0,1.0,1.0,2.0,14275.7,0.0,0.0,No,Blue,1.0,14743.0,0.0,0.0,0.0,1.0,1.0,1.0,32.0,0.0,1 Star,2544.5,0.0,Neutral,13.0
620398932410,Jeet Suri,35.0,Female,VILLAGE,jmall@example.net,05556874868,Students,Primary or less,9.84,,2.0,1.0,Currently Married,2.0,1.0,0.0,2.0,4.0,4521.7,0.0,1.0,No,Blue,0.0,4395.0,1.0,1.0,0.0,2.0,3.0,1.0,11.0,0.0,4 Star,51136.3,2.0,Strongly Negative,3.0
103756438921,Tanay Morar,21.0,Female,VILLAGE,darsh84@example.net,07336776996,Retired/Pensioners,,5.33,0.0,1.0,1.0,Currently Married,2.0,3.0,1.0,2.0,3.0,3500.0,1.0,1.0,Yes,Golden,0.0,8943.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,5 Star,33352.3,3.0,Strongly Negative,36.0
182993104226,Sai Mander,54.0,Female,VILLAGE,pratyush07@example.net,+916015723398,Students,Primary or less,8.49,2.0,3.0,3.0,Currently Married,3.0,2.0,4.0,2.0,3.0,13645.6,1.0,1.0,Yes,Red,0.0,11923.0,1.0,0.0,1.0,1.0,1.0,0.0,27.0,0.0,4 Star,11021.5,2.0,Negative,40.0
250548006215,Jason Karnik,36.0,Male,VILLAGE,azaan11@example.com,+912016461344,Salaried/Employed (Private/Public Sector),Primary or less,5.87,1.0,2.0,1.0,Widowed,2.0,3.0,1.0,2.0,3.0,7179.5,1.0,1.0,No,Golden,0.0,12781.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4 Star,31595.2,2.0,Strongly Negative,24.0
986961020333,Xalak Chaudhry,20.0,Male,TIER-I,chanakya64@example.org,04154547952,Agriculturalists (Farmers),Primary or less,3.4,0.0,2.0,1.0,Never Married,1.0,,1.0,2.0,4.0,17770.0,1.0,1.0,No,Blue,0.0,11596.0,0.0,0.0,1.0,2.0,1.0,0.0,16.0,0.0,5 Star,33655.4,0.0,Negative,31.0
565744917921,Faqid Balan,43.0,Male,TIER-I,sekhonhitesh@example.net,0122524136,Agriculturalists (Farmers),Primary or less,5.52,1.0,1.0,2.0,Currently Married,7.0,3.0,0.0,2.0,2.0,10680.2,1.0,1.0,No,Blue,1.0,13291.0,0.0,0.0,0.0,1.0,1.0,0.0,34.0,0.0,4 Star,19794.9,2.0,Neutral,19.0
618251551164,Ekapad Kumar,37.0,Female,TIER-II,rachita92@example.com,04006340509,Agriculturalists (Farmers),Primary or less,,1.0,1.0,1.0,Widowed,4.0,3.0,2.0,0.0,3.0,12996.7,1.0,1.0,No,Blue,0.0,7753.0,1.0,0.0,2.0,0.0,2.0,1.0,17.0,0.0,4 Star,46439.4,0.0,Positive,39.0
432117319904,Urvashi Ratta,25.0,Male,VILLAGE,bajwaomya@example.com,+915079609367,"Government Employees (Civil Services, Defense, Police)",Primary or less,8.06,3.0,1.0,1.0,Currently Married,4.0,2.0,2.0,2.0,3.0,16127.0,0.0,1.0,No,Blue,0.0,9226.0,0.0,1.0,0.0,2.0,1.0,1.0,6.0,0.0,3 Star,40613.3,3.0,Negative,11.0
935372750134,Ayaan Issac,28.0,Male,TIER-I,samarsaini@example.net,02495923835,Agriculturalists (Farmers),Secondary,4.15,,2.0,2.0,Currently Married,5.0,1.0,3.0,2.0,2.0,10959.6,1.0,2.0,No,Blue,1.0,6814.0,0.0,0.0,1.0,1.0,2.0,2.0,19.0,0.0,4 Star,50361.6,3.0,Neutral,28.0
362496789672,Nirja Baria,22.0,Female,VILLAGE,wahab52@example.org,4477840317,Students,Tertiary or more,6.31,1.0,1.0,2.0,Never Married,1.0,1.0,1.0,4.0,4.0,12461.9,1.0,0.0,No,Golden,0.0,7034.0,1.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,4 Star,75547.1,8.0,Strongly Negative,19.0
531902534649,Kala Ghosh,39.0,Female,TIER-II,nitaradayal@example.org,9840504345,"Self-employed Professionals (Doctors, Lawyers, Chartered Accountants)",Primary or less,12.37,2.0,1.0,2.0,Currently Married,4.0,2.0,2.0,2.0,2.0,1259.9,2.0,1.0,Yes,Golden,1.0,20149.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,4 Star,42108.9,1.0,Negative,33.0
952024056768,Urishilla Pillai,41.0,Male,VILLAGE,amol24@example.com,4345716850,Agriculturalists (Farmers),,13.42,0.0,1.0,0.0,Never Married,,2.0,1.0,2.0,2.0,11182.6,0.0,1.0,No,Golden,1.0,11128.0,1.0,0.0,0.0,1.0,2.0,1.0,13.0,0.0,4 Star,52936.8,2.0,Positive,19.0
874749951405,Wyatt Kurian,37.0,Female,VILLAGE,rameshvasudha@example.net,9344573588,Agriculturalists (Farmers),Primary or less,8.46,0.0,2.0,1.0,Never Married,4.0,4.0,2.0,5.0,3.0,7479.9,0.0,1.0,Yes,Blue,1.0,9640.0,0.0,1.0,1.0,2.0,1.0,0.0,11.0,0.0,4 Star,78890.1,3.0,Negative,24.0
488584924158,Sanya Pant,48.0,Female,VILLAGE,subramaniamvedant@example.net,04259454894,Salaried/Employed (Private/Public Sector),Secondary,8.02,1.0,1.0,2.0,Currently Married,1.0,5.0,1.0,1.0,3.0,7890.1,0.0,0.0,Yes,Golden,0.0,22487.0,0.0,1.0,1.0,1.0,0.0,0.0,25.0,0.0,5 Star,33184.1,1.0,Strongly Positive,1.0
450134262518,Garima Andra,50.0,Female,TIER-I,kamyaramaswamy@example.com,6171733676,Agriculturalists (Farmers),Primary or less,8.92,0.0,1.0,2.0,Widowed,5.0,1.0,3.0,2.0,3.0,5780.7,0.0,1.0,No,Red,0.0,14679.0,0.0,0.0,1.0,1.0,1.0,2.0,12.0,0.0,2 Star,2798.5,5.0,Strongly Negative,13.0
188178622824,Aradhana Sodhi,41.0,Female,TIER-II,maanas25@example.com,+913577453976,Retired/Pensioners,Primary or less,5.08,1.0,1.0,1.0,Currently Married,2.0,2.0,2.0,1.0,3.0,1628.7,0.0,1.0,No,Golden,1.0,20511.0,0.0,0.0,1.0,1.0,2.0,1.0,24.0,0.0,3 Star,23250.5,0.0,Negative,29.0
765218646375,Damini Verma,19.0,Male,VILLAGE,farhanbhatia@example.net,1413583657,"Self-employed Professionals (Doctors, Lawyers, Chartered Accountants)",Primary or less,17.98,1.0,1.0,2.0,Never Married,2.0,0.0,1.0,2.0,4.0,14981.4,1.0,0.0,No,Blue,1.0,12443.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,4 Star,47417.1,1.0,Negative,28.0
335545417741,Faqid Rege,43.0,Male,VILLAGE,nandaomaja@example.org,4579510791,Students,Secondary,10.71,2.0,2.0,2.0,Widowed,5.0,3.0,0.0,1.0,2.0,16381.8,0.0,1.0,No,Golden,0.0,18500.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,5 Star,24852.6,1.0,Neutral,20.0
284491866933,Zinal Arya,35.0,Female,VILLAGE,gauriwalia@example.com,+918161277921,Laborers/Skilled Workers,Primary or less,5.38,0.0,0.0,2.0,Never Married,4.0,3.0,1.0,3.0,2.0,8583.5,0.0,0.0,No,Blue,0.0,8891.0,0.0,1.0,1.0,0.0,1.0,1.0,14.0,0.0,4 Star,50493.5,1.0,Strongly Negative,37.0
799845550281,Udyati Sehgal,39.0,Female,VILLAGE,isaiah08@example.com,8878987085,"Government Employees (Civil Services, Defense, Police)",Primary or less,5.77,2.0,1.0,2.0,Currently Married,3.0,2.0,1.0,2.0,2.0,9671.2,,0.0,Yes,Blue,1.0,12853.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0.0,4 Star,41992.0,2.0,Neutral,24.0
408522983956,Meera Koshy,42.0,Male,VILLAGE,zmohan@example.com,+916916254543,Salaried/Employed (Private/Public Sector),Primary or less,9.61,2.0,2.0,2.0,Never Married,2.0,1.0,,0.0,3.0,7855.8,0.0,1.0,Yes,Blue,0.0,7351.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,5 Star,46151.0,4.0,Neutral,35.0
257674037680,Agastya Ramesh,33.0,Female,VILLAGE,watikacomar@example.net,9837552068,Homemakers,Primary or less,6.33,2.0,1.0,1.0,Currently Married,2.0,1.0,1.0,5.0,2.0,4972.5,1.0,1.0,No,Red,1.0,8756.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,4 Star,17835.3,1.0,Positive,35.0
580348610269,Robert Roy,53.0,Male,VILLAGE,harish69@example.org,+917372559223,Salaried/Employed (Private/Public Sector),Secondary,6.67,0.0,1.0,1.0,Currently Married,1.0,3.0,1.0,2.0,2.0,9211.4,0.0,2.0,No,Red,0.0,4207.0,1.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,4 Star,92377.6,1.0,Negative,13.0
587738572913,Rayaan Panchal,25.0,Female,VILLAGE,viswanathanvamakshi@example.org,+911665687040,"Government Employees (Civil Services, Defense, Police)",Primary or less,11.17,1.0,1.0,1.0,Widowed,6.0,2.0,4.0,0.0,2.0,4471.0,1.0,1.0,No,Blue,1.0,12164.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,4 Star,78310.4,2.0,Positive,58.0
862314146965,Abhiram Raman,42.0,Female,VILLAGE,mallmason@example.org,8205760079,Homemakers,Secondary,5.71,2.0,1.0,1.0,Never Married,2.0,3.0,0.0,3.0,4.0,10684.7,1.0,1.0,No,Blue,1.0,4969.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,5 Star,8431.0,3.0,Positive,36.0
378266486071,Anmol Basu,18.0,Male,VILLAGE,neel66@example.net,+912326008789,Students,Primary or less,10.24,2.0,1.0,3.0,Currently Married,4.0,3.0,0.0,2.0,2.0,11116.1,1.0,1.0,No,Golden,1.0,11852.0,0.0,0.0,0.0,1.0,2.0,1.0,9.0,0.0,5 Star,31507.1,1.0,Neutral,16.0
231792650241,Aryan Sule,54.0,Male,VILLAGE,nimrat36@example.org,+914449990843,Homemakers,Primary or less,14.1,1.0,1.0,,Widowed,2.0,3.0,2.0,1.0,3.0,6516.5,1.0,1.0,No,Blue,1.0,2542.0,0.0,1.0,1.0,0.0,1.0,1.0,9.0,0.0,4 Star,69988.0,3.0,Negative,42.0
814834657319,Ekantika Sathe,24.0,Male,VILLAGE,qkibe@example.org,+910943186662,Agriculturalists (Farmers),Primary or less,3.75,3.0,1.0,2.0,Currently Married,3.0,3.0,2.0,1.0,0.0,11032.6,1.0,1.0,No,Blue,0.0,10755.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,0.0,5 Star,,5.0,Strongly Negative,20.0
294768952147,Aarini Manda,24.0,Male,VILLAGE,hitesh24@example.com,9626496259,"Self-employed Professionals (Doctors, Lawyers, Chartered Accountants)",,4.08,0.0,2.0,1.0,Currently Married,2.0,3.0,1.0,1.0,1.0,14636.8,0.0,1.0,No,Blue,0.0,7667.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,4 Star,52193.9,2.0,Negative,35.0
948110337979,Samesh Sethi,32.0,Female,TIER-I,tamanna62@example.com,6537851195,"Government Employees (Civil Services, Defense, Police)",Primary or less,14.36,1.0,0.0,1.0,Never Married,5.0,3.0,3.0,3.0,2.0,12960.6,0.0,1.0,Yes,Blue,0.0,12186.0,1.0,,0.0,1.0,2.0,1.0,0.0,0.0,5 Star,36298.2,2.0,Strongly Positive,43.0
480834918052,Nidhi Barad,34.0,Male,VILLAGE,sameshbanik@example.org,+919759612987,Homemakers,Tertiary or more,4.93,1.0,2.0,1.0,Currently Married,1.0,2.0,1.0,1.0,3.0,6455.0,1.0,0.0,,Blue,1.0,16443.0,1.0,0.0,1.0,1.0,1.0,1.0,14.0,1.0,2 Star,19263.2,1.0,Negative,26.0
566985315153,Rudra Apte,28.0,Male,VILLAGE,gournidra@example.org,03561045137,Retired/Pensioners,Tertiary or more,1.14,1.0,3.0,1.0,Currently Married,0.0,4.0,3.0,1.0,4.0,6290.5,0.0,1.0,No,Blue,1.0,8990.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,5 Star,37739.8,3.0,Neutral,28.0
775228043410,Bachittar Chada,40.0,Female,VILLAGE,udyati42@example.net,+918624991813,"Self-employed Professionals (Doctors, Lawyers, Chartered Accountants)",Primary or less,12.53,1.0,1.0,1.0,Currently Married,3.0,3.0,2.0,0.0,4.0,17670.0,0.0,2.0,No,Golden,0.0,19385.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,4 Star,52718.6,4.0,Neutral,43.0
310193153191,Advik D’Alia,36.0,Female,VILLAGE,ganesanadvay@example.com,07542530630,Agriculturalists (Farmers),Primary or less,5.89,2.0,1.0,1.0,Never Married,2.0,4.0,,4.0,3.0,8710.6,0.0,1.0,No,Golden,1.0,6087.0,1.0,1.0,0.0,0.0,1.0,0.0,21.0,0.0,4 Star,20769.5,3.0,Neutral,51.0
509664535205,Zinal Narayanan,20.0,Female,VILLAGE,wrama@example.com,08420778155,Salaried/Employed (Private/Public Sector),Primary or less,6.07,1.0,1.0,2.0,Widowed,2.0,4.0,2.0,1.0,3.0,8963.4,1.0,0.0,No,Blue,2.0,5187.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,3 Star,16496.2,2.0,Positive,24.0
314794202516,Yasti Muni,32.0,Male,VILLAGE,kondamitali@example.net,+919038115194,Laborers/Skilled Workers,Primary or less,5.23,1.0,2.0,1.0,Divorced,5.0,2.0,,2.0,3.0,6843.3,1.0,1.0,Yes,Blue,0.0,15885.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,4 Star,60543.2,2.0,Negative,12.0
497035712806,Ronith Kakar,48.0,Female,VILLAGE,subramaniamnitesh@example.net,4281796677,Agriculturalists (Farmers),Primary or less,13.61,0.0,1.0,3.0,Never Married,5.0,4.0,3.0,4.0,4.0,6538.1,1.0,1.0,No,Red,1.0,11527.0,0.0,1.0,0.0,1.0,1.0,0.0,22.0,0.0,3 Star,46619.0,2.0,Positive,23.0
312712561451,Abhimanyu Mohanty,43.0,Male,VILLAGE,chavvi06@example.org,5859530022,Salaried/Employed (Private/Public Sector),Primary or less,11.08,2.0,2.0,2.0,Currently Married,1.0,2.0,2.0,2.0,2.0,9528.8,0.0,1.0,No,Red,0.0,12156.0,1.0,0.0,1.0,1.0,1.0,0.0,14.0,0.0,1 Star,69045.3,4.0,Neutral,42.0
744269208652,Raagini Sachar,44.0,Female,VILLAGE,zshan@example.net,+916534594591,Homemakers,Secondary,9.08,1.0,,2.0,Never Married,6.0,4.0,1.0,3.0,3.0,10023.9,1.0,0.0,No,Blue,0.0,9298.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,0.0,5 Star,25490.0,4.0,Strongly Negative,7.0
462110370769,Rayaan Sangha,43.0,Female,VILLAGE,aachalchauhan@example.com,04596065048,Agriculturalists (Farmers),Tertiary or more,7.66,0.0,0.0,1.0,Never Married,2.0,3.0,4.0,5.0,2.0,4606.9,0.0,2.0,No,Golden,1.0,13109.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,0.0,4 Star,20830.7,1.0,Negative,30.0
650845706206,Rishi Bath,32.0,Female,TIER-I,raaginidasgupta@example.org,09561428276,Salaried/Employed (Private/Public Sector),Primary or less,4.07,1.0,1.0,1.0,Never Married,1.0,2.0,3.0,2.0,2.0,6941.8,0.0,0.0,Yes,Blue,0.0,18220.0,1.0,1.0,0.0,1.0,2.0,1.0,4.0,0.0,4 Star,10051.7,1.0,Positive,12.0
116842988952,William Dyal,24.0,Female,VILLAGE,khannameera@example.net,+911540629565,Students,Primary or less,13.83,1.0,1.0,1.0,Currently Married,1.0,4.0,0.0,0.0,5.0,4990.4,0.0,1.0,Yes,Blue,1.0,18671.0,1.0,0.0,1.0,1.0,1.0,0.0,22.0,0.0,5 Star,6639.5,0.0,Neutral,22.0
398958819704,Diya Dugal,30.0,Female,VILLAGE,loza@example.net,+916089790234,Students,Secondary,10.77,1.0,2.0,1.0,Currently Married,4.0,3.0,0.0,2.0,3.0,12772.9,1.0,1.0,No,Golden,1.0,3070.0,0.0,1.0,0.0,2.0,1.0,1.0,7.0,0.0,4 Star,64860.7,3.0,Neutral,53.0
808813606321,Libni Shenoy,49.0,Female,TIER-I,bassiandrew@example.net,1917984129,Salaried/Employed (Private/Public Sector),Secondary,5.85,1.0,2.0,1.0,Currently Married,4.0,2.0,1.0,3.0,3.0,13019.8,1.0,1.0,No,Blue,0.0,8138.0,0.0,0.0,1.0,2.0,0.0,1.0,8.0,0.0,4 Star,33034.8,4.0,Positive,13.0
805555543893,Neha Borra,60.0,Male,VILLAGE,sudiksha03@example.com,00824236382,Homemakers,Tertiary or more,14.53,1.0,3.0,2.0,Never Married,2.0,2.0,2.0,1.0,1.0,9994.5,1.0,1.0,No,Red,1.0,4256.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,5 Star,46374.6,1.0,Strongly Negative,26.0
535847847516,Anjali Sarma,37.0,Female,VILLAGE,gchahal@example.net,8610425586,Students,Primary or less,14.11,1.0,0.0,2.0,Never Married,3.0,4.0,2.0,2.0,2.0,18402.7,1.0,1.0,No,Blue,1.0,16965.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,4 Star,28269.8,0.0,Positive,23.0
876081259071,Chasmum Bhalla,19.0,Male,TIER-I,nitesh66@example.com,07333706915,Laborers/Skilled Workers,Primary or less,9.73,2.0,1.0,1.0,Currently Married,1.0,3.0,2.0,3.0,2.0,19255.4,0.0,1.0,No,Blue,0.0,10644.0,1.0,0.0,1.0,1.0,2.0,1.0,48.0,0.0,2 Star,16403.5,2.0,Neutral,40.0
401734500450,Zaitra Mani,26.0,Female,TIER-I,upkaarvyas@example.com,+916985195856,Laborers/Skilled Workers,Primary or less,16.72,0.0,3.0,2.0,Widowed,1.0,2.0,2.0,3.0,2.0,7588.2,1.0,1.0,No,Golden,1.0,11097.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,4 Star,61022.3,1.0,Negative,34.0
162815058136,Vidhi Dasgupta,32.0,Female,VILLAGE,keerishanvi@example.com,9363549578,Agriculturalists (Farmers),Tertiary or more,4.71,1.0,0.0,1.0,Currently Married,5.0,2.0,3.0,3.0,3.0,11311.8,0.0,1.0,No,Golden,1.0,10363.0,1.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,4 Star,25838.1,1.0,Strongly Positive,12.0
731236242751,Vedant Devi,40.0,Male,VILLAGE,eamble@example.net,9963445503,Homemakers,Primary or less,,2.0,1.0,1.0,Currently Married,4.0,3.0,1.0,3.0,4.0,27.0,0.0,1.0,No,Blue,1.0,3864.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0,0.0,5 Star,50328.2,2.0,Neutral,30.0
133600928064,Patrick Lal,23.0,Female,VILLAGE,atibrahmbhatt@example.org,+912285535984,Salaried/Employed (Private/Public Sector),Secondary,4.21,1.0,2.0,2.0,Currently Married,5.0,3.0,0.0,2.0,,13080.1,0.0,0.0,No,Blue,1.0,17799.0,0.0,1.0,1.0,2.0,0.0,0.0,13.0,0.0,4 Star,1527.8,1.0,Positive,26.0
889686367872,Ekalinga Palla,56.0,Male,VILLAGE,ztank@example.org,00912475134,"Self-employed Professionals (Doctors, Lawyers, Chartered Accountants)",Primary or less,10.08,2.0,1.0,1.0,Currently Married,4.0,3.0,2.0,3.0,3.0,11944.0,1.0,1.0,No,Golden,1.0,10716.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1 Star,48842.1,2.0,Negative,6.0
619379979124,Daniel Verma,33.0,Female,VILLAGE,bahadurjitsuri@example.org,+917239981597,Salaried/Employed (Private/Public Sector),Tertiary or more,13.67,1.0,2.0,1.0,Never Married,4.0,2.0,2.0,2.0,4.0,5521.0,1.0,1.0,No,Red,0.0,6769.0,1.0,0.0,1.0,1.0,2.0,0.0,8.0,0.0,4 Star,52629.5,3.0,Neutral,37.0
770003007877,Jacob Narayanan,53.0,Male,TIER-I,anamikapandey@example.com,+917378996421,Salaried/Employed (Private/Public Sector),Tertiary or more,8.47,2.0,2.0,1.0,Never Married,2.0,2.0,1.0,5.0,4.0,4441.2,0.0,0.0,No,Blue,0.0,6953.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,5 Star,4412.2,3.0,,13.0
