name,city,tier,is_pet_owner,pet_type,monthly_pet_expense,vet_visits_last_year,pet_medical_expense,annual_pet_spend,has_pet_insurance
Susan Bryant,Lucknow,Tier 2,1,Dog,1535.06,2,4749.6,23170.32,1
Derrick Diaz,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Rebecca Lambert,Indore,Tier 2,1,Dog,1638.11,3,7137.58,26794.9,1
Erica White,Hyderabad,Tier 1,1,Dog,1558.49,1,938.85,19640.73,1
Joseph Miller,Delhi,Tier 1,1,Dog,3175.29,1,2489.36,40592.84,0
Richard Molina,Indore,Tier 2,1,Dog,1667.16,1,2510.03,22515.95,0
Rebecca Torres,Bhopal,Tier 3,1,Bird,644.32,1,2804.69,10536.53,0
Jack Jacobs,Delhi,Tier 1,1,Dog,3081.1,1,1424.11,38397.31,0
James Morgan,Mumbai,Tier 1,1,Rabbit,2891.71,0,0.0,34700.52,0
Lindsay Chavez,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Mr. Jeremy Cohen Jr.,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Kathryn Perry,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Jeffery Richards,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Chad Morales,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Tammy Alexander,Hyderabad,Tier 1,1,Cat,3336.73,1,2360.64,42401.4,0
Alexander Cox,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Brett Stephens,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Karen Mitchell,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Carol Taylor DDS,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Pam Roberts,Jaipur,Tier 2,1,Cat,1382.16,1,2868.14,19454.06,1
Benjamin Phillips,Mumbai,Tier 1,1,Dog,2214.65,1,2166.99,28742.79,0
James Snyder,Pune,Tier 2,1,Bird,1873.64,0,0.0,22483.68,0
Daniel Phillips,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Andrea Bryant,Hyderabad,Tier 1,1,Dog,3337.34,1,1637.17,41685.25,0
Melinda Thompson,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Jade Phillips,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Kyle Mooney,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Christine Leblanc,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Alexander Wright,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Joshua Cunningham,Lucknow,Tier 2,1,Cat,1876.01,3,6406.01,28918.13,0
Stephanie Mcintosh,Bangalore,Tier 1,1,Dog,3189.18,1,2567.87,40838.03,0
Juan Chan,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Allen Weaver,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Mr. Martin Morales,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Ryan Cannon,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Catherine Crane,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Michelle Gould,Jaipur,Tier 2,1,Dog,1903.09,1,1505.14,24342.22,0
Mathew Olson,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Gary Walker,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Terry Williams,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Melissa Riley,Delhi,Tier 1,1,Dog,2559.09,1,2383.11,33092.19,1
Jesse Anderson,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
John Stone,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Joshua Griffin,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Virginia Morales,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Ronald Cook,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Louis Tyler,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Mary Wall,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Dustin Mendez,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Amy Martin,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Ashley Martinez,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Scott Gibbs,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Heather Rojas DDS,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Ashley Shepard,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Jessica Vasquez,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Melinda Rosario,Pune,Tier 2,1,Rabbit,1173.1,2,5348.0,19425.2,0
Jennifer Sanchez,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Christina Davis DDS,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Mrs. Heather Meyers,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Nicole Garcia,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Lisa Robinson,Mumbai,Tier 1,1,Bird,3461.11,2,2452.28,43985.6,0
Katie Davis,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Christine Farrell,Kanpur,Tier 3,1,Cat,971.45,0,0.0,11657.4,1
Mariah Eaton,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Joseph Gould,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Ashley Clark,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Kathryn Simmons,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Colin Vega Jr.,Chennai,Tier 1,1,Dog,2618.54,1,2164.75,33587.23,0
Robert Vazquez,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Bryan Monroe,Mumbai,Tier 1,1,Dog,2790.35,2,2123.51,35607.71,0
Louis Rose,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Andrew Abbott,Lucknow,Tier 2,1,Cat,1631.5,1,1902.86,21480.86,0
Lance Brown,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Christopher Howard,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Jose Cook,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Michael Mckee,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Cynthia Harper,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Olivia Martinez,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Mr. Nicholas Munoz,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Thomas Waters,Bangalore,Tier 1,1,Cat,1642.73,1,2209.16,21921.92,1
Ashley Stokes,Hyderabad,Tier 1,1,Cat,2385.63,3,5559.6,34187.16,0
Kyle Singh,Mumbai,Tier 1,1,Cat,3351.14,1,1271.8,41485.48,0
Spencer Jones,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Vicki Fry,Ahmedabad,Tier 2,1,Dog,1967.45,1,859.86,24469.26,0
Johnny Fisher,Jaipur,Tier 2,1,Dog,1025.81,1,2403.72,14713.44,1
Timothy Fuentes,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Michelle Sullivan MD,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Jennifer Duncan,Lucknow,Tier 2,1,Cat,1077.35,0,0.0,12928.2,0
David Summers,Hyderabad,Tier 1,1,Dog,1710.59,1,1781.33,22308.41,0
Kristen Flores,Kanpur,Tier 3,1,Cat,1177.21,1,1072.71,15199.23,0
James Parsons,Hyderabad,Tier 1,1,Dog,2321.06,1,2402.9,30255.62,1
Alexa Ingram,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
James Stanley,Chennai,Tier 1,1,Dog,2184.72,2,5032.85,31249.49,1
Tyler Williams,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Melissa Torres,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Lauren Marshall,Patna,Tier 3,1,Dog,620.71,2,1955.58,9404.1,0
Suzanne Johnson,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Miss Sharon Park,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Mark Mcclain,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Tracy Frost,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Jordan Jones,Chennai,Tier 1,1,Cat,3350.24,2,4399.28,44602.16,0
Victor Ruiz,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Jodi Mendoza,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
John Perez,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Adam Gillespie,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Matthew Lucas,Bhopal,Tier 3,1,Dog,881.02,0,0.0,10572.24,0
Theresa Davis,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Sherry Franco,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Robert Jenkins,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Cathy Young,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Steven Davis,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Mariah Collins,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Edward Stanton,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Debra Caldwell,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Brooke Ramirez,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Nicole Smith,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Jessica Bell,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Ann Barnett,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Mary Whitney,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Donald Salazar,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Ashley Simpson,Chennai,Tier 1,1,Cat,2504.61,1,2131.98,32187.3,0
Joshua Mann,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Julie Flores,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Brandi Roberson,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Melinda Hanson DDS,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Janice Jones,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Penny Johnson,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
James Jensen,Pune,Tier 2,1,Dog,1472.46,1,2196.37,19865.89,0
Kenneth Branch,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Tyler Allen,Jaipur,Tier 2,1,Rabbit,1881.95,1,2541.88,25125.28,0
James Aguilar,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Jessica Thompson,Chennai,Tier 1,1,Dog,2818.43,2,5970.01,39791.17,1
Gregory Hall,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Keith Davis,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Rodney Patton,Jaipur,Tier 2,1,Cat,1058.53,2,3928.44,16630.8,1
Michael Houston,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Rachel Torres,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Mark Hernandez,Lucknow,Tier 2,1,Rabbit,1147.35,2,5054.01,18822.21,0
Jeff Thompson,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Debra Lee,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Megan Ryan,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
David Clark,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Todd Rojas,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Steven King,Lucknow,Tier 2,1,Cat,1747.28,1,871.68,21839.04,0
Jeffrey Stokes,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Casey Wright,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Janet Oliver,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Gary Smith,Jaipur,Tier 2,1,Rabbit,1161.39,1,2024.21,15960.89,0
Gerald Wall,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Hannah Dickson,Hyderabad,Tier 1,1,Bird,1892.43,0,0.0,22709.16,0
Madeline Boyle,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Virginia Lynch,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Tammy Bridges,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Danielle Simmons,Mumbai,Tier 1,1,Cat,3299.1,1,2972.91,42562.11,0
Shelly Henderson,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Frank Davis,Chennai,Tier 1,1,Rabbit,1568.66,1,2858.15,21682.07,0
Jennifer Williams,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Robert Mills,Mumbai,Tier 1,1,Cat,1686.06,2,5379.02,25611.74,1
Philip Yates,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Chad Romero,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Timothy Odom,Bhopal,Tier 3,1,Dog,1045.07,0,0.0,12540.84,0
Lisa Morales,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Victor Jordan,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Lisa Scott,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Michael Ellis,Pune,Tier 2,1,Dog,1252.6,2,5122.73,20153.93,1
Maria Brennan,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Jessica Williams,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Lisa Odonnell,Patna,Tier 3,1,Cat,1116.08,1,879.67,14272.63,0
Victor Lewis,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Rebecca Tapia,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Joan Rogers,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Mr. Jeffrey Nguyen,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Angela Luna,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Alejandro Davis,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Eduardo Hart DDS,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Duane Clark,Delhi,Tier 1,1,Dog,3469.59,0,0.0,41635.08,0
Lisa Bowman,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Jose Smith,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Tammy Nguyen,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Maria Harrington,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Michael Gibbs,Guwahati,Tier 3,1,Cat,1072.93,0,0.0,12875.16,1
Greg Williams,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Nicole Baker,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Justin Jones,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Kimberly Jackson,Jaipur,Tier 2,1,Dog,1060.82,1,1485.35,14215.19,0
Jeremy Turner,Bhopal,Tier 3,1,Bird,1164.97,1,1486.54,15466.18,0
Carlos Brown,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Shannon Ryan,Jaipur,Tier 2,1,Dog,1527.08,0,0.0,18324.96,0
Yvonne Patterson,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
James Rivas,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Rachel Soto,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Danielle Lucas,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Olivia Russell,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Amber Cruz,Lucknow,Tier 2,1,Dog,1287.89,2,2762.29,18216.97,0
Gregory Smith,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Alison Miller,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Jessica Lane,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Angela Drake,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
April Carter,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Shannon Hernandez,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Michelle Stevens,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Olivia Williams,Chennai,Tier 1,1,Dog,3360.31,1,2980.39,43304.11,0
Garrett Thomas,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Nicole Lewis,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Douglas Fuller,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Jordan Harper,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Michelle Hall,Chennai,Tier 1,1,Cat,2822.16,0,0.0,33865.92,1
Megan Hernandez,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Jeremiah Fisher,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Ryan Barrera,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Daniel Martinez,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Douglas Howard,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Jeffrey Leonard,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Jasmine Hahn,Bhopal,Tier 3,1,Bird,1043.77,1,2518.85,15044.09,0
Erik Williams,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Susan Melendez,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Robin Baker,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Raymond Brooks III,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
David Mitchell,Indore,Tier 2,1,Bird,1565.03,2,1912.34,20692.7,0
Felicia Matthews,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Jill Stevens,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Roger Johnson,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Cynthia Price,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
John Johnson,Delhi,Tier 1,1,Dog,3449.49,1,2196.35,43590.23,0
Alison Delacruz,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Henry Parker,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Curtis Davis,Bhopal,Tier 3,1,Dog,529.68,2,4970.87,11327.03,0
John Clark,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Amy Chapman,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Maria Williams,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Nancy Hogan,Ahmedabad,Tier 2,1,Dog,1931.04,0,0.0,23172.48,0
Howard Hunter,Mumbai,Tier 1,1,Dog,1540.15,0,0.0,18481.8,1
Dylan Baker,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
William Mcbride,Indore,Tier 2,1,Rabbit,1643.06,2,5009.11,24725.83,1
Jenny Sanchez,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Suzanne Hancock,Chennai,Tier 1,1,Dog,2811.85,1,810.64,34552.84,0
Jason Riggs,Ahmedabad,Tier 2,1,Cat,1055.32,1,917.12,13580.96,0
Suzanne Lambert,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Tyler Green,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Zachary Doyle,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Noah Briggs,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Nicole Ward,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Blake Norris,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Latoya Fitzgerald,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Wendy Miller,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Stephen Shaw,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Jo Hickman,Pune,Tier 2,1,Cat,1255.57,1,2399.06,17465.9,1
Billy Cross,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Jeffery Davis,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Maria Dixon,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Diana Murray,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Jennifer Curtis,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Janet Mcclure,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Alexis Watson,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Jared Spence,Hyderabad,Tier 1,1,Cat,3018.99,2,3736.84,39964.72,0
Alice May,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Nathan Miles,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
April White,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Kathleen Odonnell,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Emily Massey,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Lisa Henderson,Chennai,Tier 1,1,Dog,3250.14,1,1427.97,40429.65,0
Andrea Brown,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Shawn Patel,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Eric Parker,Delhi,Tier 1,1,Cat,2276.95,1,1295.55,28618.95,1
Cindy Garza,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Jesse Yang,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Dean Evans,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Carl Lopez,Hyderabad,Tier 1,1,Cat,1606.59,1,1892.32,21171.4,1
Diane Smith,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Shelly Jackson,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Rachel Castillo,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Hunter Miller,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Melanie Fischer,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Eric Camacho,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Eric Harris DVM,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Angela Craig,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Henry Brooks,Ranchi,Tier 3,1,Dog,722.73,2,1884.38,10557.14,1
Tony Barnes,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Robert Bailey,Bangalore,Tier 1,1,Dog,2356.08,1,1125.02,29397.98,0
Taylor Parsons,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Christopher Wilson,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Erin Mcdowell,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Amy Ray,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Stephen Leon,Delhi,Tier 1,1,Dog,2422.41,0,0.0,29068.92,0
Christopher Bolton,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Erin Aguirre,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Valerie Rodriguez,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Peter Thompson,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Terri Davis,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Joseph Blevins,Mumbai,Tier 1,1,Cat,3208.37,1,1322.98,39823.42,0
Steven Cannon,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Wendy Horne,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
David Cruz,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Michael Hendrix,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Thomas Garcia,Chennai,Tier 1,1,Dog,3219.93,1,2240.22,40879.38,0
Jacqueline Ford,Bangalore,Tier 1,1,Cat,1748.26,0,0.0,20979.12,0
Vanessa Boone,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Nancy Garcia,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Ernest Kennedy,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Brandon Miller,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Anita Wright,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Martin Cox,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Tiffany Flores,Bangalore,Tier 1,1,Dog,2975.26,2,3143.33,38846.45,0
Anthony Parker,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Jeremy Miller,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Stephanie Jensen,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Jennifer Austin,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Randy Flores,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Ryan Reynolds,Pune,Tier 2,1,Dog,1771.93,2,2565.63,23828.79,0
Elizabeth Travis,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Richard Harmon,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Kevin Thomas,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Shannon Harper,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Anthony Parker,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Luke Gross,Mumbai,Tier 1,1,Rabbit,2428.11,0,0.0,29137.32,0
Jason Garcia,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Janet Davidson,Ahmedabad,Tier 2,1,Dog,1622.47,1,2506.41,21976.05,0
Anna Brown,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Sara Park,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Brandi Beck,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Patrick Sullivan,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Roger Buckley,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Bradley Cochran,Ahmedabad,Tier 2,1,Cat,1190.76,1,1575.7,15864.82,0
Mark Jackson,Ranchi,Tier 3,1,Rabbit,1111.08,1,926.31,14259.27,0
Sara Carroll,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Charles Rice,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Kathleen Marsh,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Nichole Smith,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Brenda Marsh,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Taylor Schultz,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Peter Arnold MD,Kanpur,Tier 3,1,Rabbit,880.2,2,3952.24,14514.64,0
Brooke Johnson,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Mary Durham,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Gerald Snyder,Lucknow,Tier 2,1,Cat,1895.94,0,0.0,22751.28,0
Robert Hawkins,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Brianna Bailey,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Cody Love,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Michael Hunt,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Maria Mccarthy,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Mark Black,Hyderabad,Tier 1,1,Cat,2441.51,0,0.0,29298.12,0
James Roberts,Ahmedabad,Tier 2,1,Cat,1171.86,3,3586.48,17648.8,0
Rick Decker,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Jason Howard,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
